Project Short Code,Species Code,Species Name,Commercial Species Group,Gear Code,Gear Description,Gear Group,Commercial Data Viewer,CPFV Species Group,CPFV Data Viewer
Statewide_SocEco,169,HORN SHARK,SHARK,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,18,DIVING,DIVING,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,21,FISH TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,27,CRAB OR LOBSTER TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,60,UNKNOWN,Other-misc,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,169,HORN SHARK,SHARK,90,HAND TAKE,MISC,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,0,UNKNOWN,MISC,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,1,HOOK & LINE,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,18,DIVING,DIVING,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,50,TRAWL NET,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,170,UNSPECIFIED RAY,RAY-SKATE,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,0,UNKNOWN,MISC,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,1,HOOK & LINE,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,9,TROLL (SALMON),TROLL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,18,DIVING,DIVING,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,27,CRAB OR LOBSTER TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,65,DRIFT GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,171,BAT RAY,RAY-SKATE,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,0,UNKNOWN,MISC,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,1,HOOK & LINE,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,6,JIG/BAIT (ALBACORE),HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,18,DIVING,DIVING,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,22,PRAWN TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,65,DRIFT GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,172,PACIFIC ELECTRIC RAY,RAY-SKATE,90,HAND TAKE,MISC,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,1,HOOK & LINE,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,27,CRAB OR LOBSTER TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,60,UNKNOWN,Other-misc,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,173,STINGRAY,RAY-SKATE,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,0,UNKNOWN,MISC,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,1,HOOK & LINE,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,6,JIG/BAIT (ALBACORE),HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,8,TROLL (GROUNDFISH OR OTHER FISH),TROLL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,18,DIVING,DIVING,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,20,ENTRAPPING,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,21,FISH TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,27,CRAB OR LOBSTER TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,35,DAINISH/SCOTTISH SEINE,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,50,TRAWL NET,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,55,BEAM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,59,DOUBLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,65,DRIFT GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,174,SHOVELNOSE GUITARFISH,RAY-SKATE,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,0,UNKNOWN,MISC,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,1,HOOK & LINE,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,2,LIVE BAIT,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,4,MOOCHING (SALMON),HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,6,JIG/BAIT (ALBACORE),HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,7,TROLL (ALBACORE),TROLL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,8,TROLL (GROUNDFISH OR OTHER FISH),TROLL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,9,TROLL (SALMON),TROLL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,15,DIVING /HOOKS (SEA URCHINS),DIVING,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,18,DIVING,DIVING,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,20,ENTRAPPING,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,21,FISH TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,22,PRAWN TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,27,CRAB OR LOBSTER TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,35,DAINISH/SCOTTISH SEINE,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,40,BRAIL/DIP NET OR A-FRAME,BRAIL/DIP NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,47,SELECTIVE FLATFISH TRAWL - SMALL FOOTROPE,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,50,TRAWL NET,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,52,PARANZELLA,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,54,MIDWATER TRAWL,MIDWATER TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,55,BEAM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,59,DOUBLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,65,DRIFT GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,74,LAMPARA NET,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,175,UNSPECIFIED SKATE,RAY-SKATE,90,HAND TAKE,MISC,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,1,HOOK & LINE,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,35,DAINISH/SCOTTISH SEINE,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,47,SELECTIVE FLATFISH TRAWL - SMALL FOOTROPE,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,176,BIG SKATE,RAY-SKATE,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,177,CALIFORNIA SKATE,RAY-SKATE,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,177,CALIFORNIA SKATE,RAY-SKATE,35,DAINISH/SCOTTISH SEINE,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,177,CALIFORNIA SKATE,RAY-SKATE,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,177,CALIFORNIA SKATE,RAY-SKATE,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,177,CALIFORNIA SKATE,RAY-SKATE,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,177,CALIFORNIA SKATE,RAY-SKATE,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,177,CALIFORNIA SKATE,RAY-SKATE,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,177,CALIFORNIA SKATE,RAY-SKATE,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,178,THORNBACK SKATE,RAY-SKATE,0,UNKNOWN,MISC,No,SHARK-RAY-SKATE,No
Statewide_SocEco,178,THORNBACK SKATE,RAY-SKATE,1,HOOK & LINE,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,178,THORNBACK SKATE,RAY-SKATE,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,178,THORNBACK SKATE,RAY-SKATE,18,DIVING,DIVING,No,SHARK-RAY-SKATE,No
Statewide_SocEco,178,THORNBACK SKATE,RAY-SKATE,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,178,THORNBACK SKATE,RAY-SKATE,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,178,THORNBACK SKATE,RAY-SKATE,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,178,THORNBACK SKATE,RAY-SKATE,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,1,HOOK & LINE,HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,5,SET LONGLINE,LONGLINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,6,JIG/BAIT (ALBACORE),HOOK-LINE,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,21,FISH TRAP,TRAP,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,35,DAINISH/SCOTTISH SEINE,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,60,UNKNOWN,Other-misc,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,66,SET GILL NET,GILL NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,71,PURSE SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,179,GRAY SMOOTHHOUND SHARK,SHARK,73,DRUM SEINE,SEINE/NET,No,SHARK-RAY-SKATE,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,0,UNKNOWN,MISC,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,1,HOOK & LINE,HOOK-LINE,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,5,SET LONGLINE,LONGLINE,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,21,FISH TRAP,TRAP,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,27,CRAB OR LOBSTER TRAP,TRAP,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,40,BRAIL/DIP NET OR A-FRAME,BRAIL/DIP NET,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,50,TRAWL NET,BOTTOM TRAWL,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,59,DOUBLE-RIGGED TRAWL,BOTTOM TRAWL,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,71,PURSE SEINE,SEINE/NET,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,73,DRUM SEINE,SEINE/NET,No,SMELTLIKE FISH,No
Statewide_SocEco,180,TRUE SMELT,SMELTLIKE FISH,74,LAMPARA NET,SEINE/NET,No,SMELTLIKE FISH,No
Statewide_SocEco,181,CALIFORNIA GRUNION,SMELTLIKE FISH,0,UNKNOWN,MISC,No,SMELTLIKE FISH,No
Statewide_SocEco,181,CALIFORNIA GRUNION,SMELTLIKE FISH,5,SET LONGLINE,LONGLINE,No,SMELTLIKE FISH,No
Statewide_SocEco,181,CALIFORNIA GRUNION,SMELTLIKE FISH,90,HAND TAKE,MISC,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,0,UNKNOWN,MISC,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,1,HOOK & LINE,HOOK-LINE,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,2,LIVE BAIT,HOOK-LINE,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,4,MOOCHING (SALMON),HOOK-LINE,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,5,SET LONGLINE,LONGLINE,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,6,JIG/BAIT (ALBACORE),HOOK-LINE,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,9,TROLL (SALMON),TROLL,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,20,ENTRAPPING,TRAP,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,21,FISH TRAP,TRAP,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,27,CRAB OR LOBSTER TRAP,TRAP,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,35,DAINISH/SCOTTISH SEINE,BOTTOM TRAWL,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,40,BRAIL/DIP NET OR A-FRAME,BRAIL/DIP NET,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,55,BEAM TRAWL,BOTTOM TRAWL,No,SMELTLIKE FISH,No
Statewide_SocEco,182,SURF SMELT,SMELTLIKE FISH,56,BOTTOM TRAWL,BOTTOM TRAWL,No,SMELTLIKE FISH,No
